State,District,Year,Crop,Annual_Rainfall_mm,Avg_Market_Price,ΣΚ (mg/kg),ΣΝ (mg/kg),ΣΡ (mg/kg),ΣΡΗ,Soil_Type,Yield_Ton_per_Ha,Profitability_Score
Arunachal Pradesh,District B,2021,Wheat,692.0,5469.61,257.38,256.97,161.79,7.37,Peaty,9.83,25.65
Arunachal Pradesh,District B,2021,Rice,1481.3,2391.44,326.13,165.98,194.96,7.33,Sandy,2.65,2.2
Arunachal Pradesh,District B,2021,Maize,1580.0,3380.95,135.54,220.94,118.12,8.44,Peaty,8.74,72.28
Arunachal Pradesh,District B,2021,Sugarcane,601.5,4685.26,317.42,70.43,102.49,6.95,Peaty,2.27,66.42
Arunachal Pradesh,District B,2021,Cotton,824.1,1939.03,444.79,165.04,154.87,6.37,Silty,4.2,97.81
Arunachal Pradesh,District B,2022,Wheat,1691.0,3737.65,235.91,268.03,118.07,7.78,Silty,5.67,20.49
Arunachal Pradesh,District B,2022,Rice,1816.7,5458.12,448.23,109.7,101.22,8.45,Loamy,6.02,55.25
Arunachal Pradesh,District B,2022,Maize,641.2,3046.48,212.97,147.68,163.7,6.62,Sandy,4.58,9.34
Arunachal Pradesh,District B,2022,Sugarcane,1161.6,2380.24,174.69,73.51,84.2,7.77,Peaty,6.71,79.79
Arunachal Pradesh,District B,2022,Cotton,1094.0,5617.91,313.21,89.49,145.26,7.88,Clay,4.27,89.72
Arunachal Pradesh,District B,2023,Wheat,753.3,3781.73,339.25,58.35,85.46,7.7,Clay,3.82,79.86
Arunachal Pradesh,District B,2023,Rice,1951.6,5355.93,147.06,234.93,77.54,8.47,Peaty,9.86,66.79
Arunachal Pradesh,District B,2023,Maize,1452.0,2246.8,452.77,156.87,49.2,5.54,Sandy,1.84,2.94
Arunachal Pradesh,District B,2023,Sugarcane,1734.4,2443.89,251.61,293.36,80.63,6.39,Loamy,2.0,75.96
Arunachal Pradesh,District B,2023,Cotton,1982.1,5555.83,360.67,128.52,65.78,7.96,Silty,4.02,17.38
Arunachal Pradesh,District B,2024,Wheat,1568.0,5216.9,140.25,109.97,45.55,6.54,Loamy,7.74,65.11
Arunachal Pradesh,District B,2024,Rice,1431.4,3085.69,436.58,167.82,196.24,7.4,Silty,7.65,10.63
Arunachal Pradesh,District B,2024,Maize,972.4,1517.18,372.67,91.78,137.95,8.48,Clay,7.25,51.27
Arunachal Pradesh,District B,2024,Sugarcane,958.0,2456.9,113.28,125.99,137.57,8.31,Silty,3.09,80.74
Arunachal Pradesh,District B,2024,Cotton,588.6,5544.81,360.31,268.56,20.03,6.01,Loamy,5.02,46.04
Arunachal Pradesh,District C,2015,Wheat,1796.8,3959.92,252.16,294.2,39.93,6.77,Sandy,4.79,2.72
Arunachal Pradesh,District C,2015,Rice,1949.4,2073.54,383.08,293.19,168.69,7.6,Silty,1.16,96.28
Arunachal Pradesh,District C,2015,Maize,1590.0,2871.38,431.76,120.38,177.1,5.84,Peaty,5.87,9.65
Arunachal Pradesh,District C,2015,Sugarcane,862.8,1555.82,287.51,125.32,127.7,6.39,Clay,7.57,59.88
Arunachal Pradesh,District C,2015,Cotton,596.7,5447.58,450.9,132.6,81.27,8.47,Peaty,8.54,28.53
Arunachal Pradesh,District C,2016,Wheat,1143.8,2705.0,415.66,193.34,138.59,6.26,Peaty,6.39,11.49
Arunachal Pradesh,District C,2016,Rice,640.8,5593.32,367.68,257.32,178.22,7.22,Peaty,7.25,8.22
Arunachal Pradesh,District C,2016,Maize,1866.0,3589.95,155.01,135.2,49.67,6.01,Peaty,6.68,59.17
Arunachal Pradesh,District C,2016,Sugarcane,1554.0,2568.45,304.95,76.06,89.21,6.96,Silty,9.55,60.07
Arunachal Pradesh,District C,2016,Cotton,1615.4,3778.2,353.64,67.73,65.79,6.59,Silty,6.44,90.74
Arunachal Pradesh,District C,2017,Wheat,858.3,3613.39,280.19,168.24,132.05,6.91,Peaty,5.27,59.09
Arunachal Pradesh,District C,2017,Rice,1305.5,5343.61,119.8,258.33,171.91,6.35,Peaty,4.95,21.85
Arunachal Pradesh,District C,2017,Maize,1095.2,1699.74,211.13,254.17,71.22,7.95,Peaty,4.11,50.74
Arunachal Pradesh,District C,2017,Sugarcane,1811.3,3720.96,380.9,298.2,43.67,6.32,Sandy,4.51,72.99
Arunachal Pradesh,District C,2017,Cotton,1823.4,4519.24,203.27,218.65,73.41,7.66,Silty,8.39,0.16
Arunachal Pradesh,District C,2018,Wheat,1454.6,1730.11,203.04,64.88,128.68,7.56,Loamy,6.99,80.04
Arunachal Pradesh,District C,2018,Rice,1494.0,1915.28,338.53,187.4,182.06,6.71,Clay,4.19,94.17
Arunachal Pradesh,District C,2018,Maize,1502.9,4554.01,244.77,198.42,21.82,7.41,Sandy,6.51,87.37
Arunachal Pradesh,District C,2018,Sugarcane,1586.0,2042.51,460.98,66.61,116.11,5.93,Sandy,7.25,53.25
Arunachal Pradesh,District C,2018,Cotton,1173.3,1879.77,259.75,277.53,165.44,6.15,Sandy,7.56,65.23
Arunachal Pradesh,District C,2019,Wheat,1768.4,4616.22,271.97,218.24,69.57,6.42,Loamy,6.31,22.63
Arunachal Pradesh,District C,2019,Rice,1076.4,3525.56,331.71,239.84,37.8,8.17,Loamy,4.33,2.74
Arunachal Pradesh,District C,2019,Maize,1089.5,3866.16,304.67,91.41,136.23,5.63,Sandy,4.11,15.45
Arunachal Pradesh,District C,2019,Sugarcane,538.2,4406.2,354.76,135.15,32.91,6.73,Sandy,1.91,84.71
Arunachal Pradesh,District C,2019,Cotton,1296.6,5287.76,332.09,189.92,38.95,6.0,Loamy,5.37,2.75
Arunachal Pradesh,District C,2020,Wheat,1258.2,5838.08,253.68,59.75,25.57,6.66,Loamy,4.56,31.32
Arunachal Pradesh,District C,2020,Rice,720.6,3695.33,152.02,258.87,86.67,6.62,Clay,9.0,60.29
Arunachal Pradesh,District C,2020,Maize,1740.1,5928.06,215.36,290.28,90.11,6.66,Silty,9.82,47.79
Arunachal Pradesh,District C,2020,Sugarcane,1298.4,2257.52,198.76,259.64,84.11,7.98,Peaty,2.75,5.76
Arunachal Pradesh,District C,2020,Cotton,1013.7,2716.11,486.57,189.43,82.51,7.24,Peaty,5.0,62.62
Arunachal Pradesh,District C,2021,Wheat,1233.3,3308.0,497.54,270.08,132.21,7.21,Loamy,5.15,73.08
Arunachal Pradesh,District C,2021,Rice,722.0,5336.51,384.35,276.74,43.83,7.28,Loamy,7.5,53.34
Arunachal Pradesh,District C,2021,Maize,1805.0,2087.94,416.2,81.21,162.96,6.33,Loamy,9.5,14.88
Arunachal Pradesh,District C,2021,Sugarcane,1194.0,5914.44,293.36,265.89,125.97,6.63,Clay,2.83,76.18
Arunachal Pradesh,District C,2021,Cotton,1079.8,3800.74,296.93,194.32,175.8,8.44,Loamy,4.99,60.21
Arunachal Pradesh,District C,2022,Wheat,1387.1,5129.65,290.59,299.03,30.7,5.51,Sandy,8.62,89.31
Arunachal Pradesh,District C,2022,Rice,593.7,5475.59,279.33,177.61,132.79,8.28,Loamy,5.29,68.77
Arunachal Pradesh,District C,2022,Maize,1584.1,4616.4,153.77,124.85,84.57,7.91,Clay,2.9,95.74
Arunachal Pradesh,District C,2022,Sugarcane,513.3,5990.19,370.73,257.12,73.03,5.54,Sandy,4.08,63.29
Arunachal Pradesh,District C,2022,Cotton,603.5,1525.5,474.84,255.48,165.65,8.15,Clay,6.52,8.86
Arunachal Pradesh,District C,2023,Wheat,1231.4,1849.42,263.02,151.78,31.88,6.55,Clay,6.69,57.7
Arunachal Pradesh,District C,2023,Rice,1546.6,1527.4,140.38,267.24,142.71,5.84,Loamy,8.15,70.71
Arunachal Pradesh,District C,2023,Maize,575.3,1828.06,261.15,123.82,61.83,6.34,Clay,1.2,58.33
Arunachal Pradesh,District C,2023,Sugarcane,1763.3,3970.41,187.71,58.42,58.63,6.75,Sandy,2.11,88.87
Arunachal Pradesh,District C,2023,Cotton,1254.6,3522.07,334.35,206.2,32.92,7.55,Loamy,7.43,82.25
Arunachal Pradesh,District C,2024,Wheat,1705.9,3986.25,308.07,85.72,159.56,6.31,Loamy,2.2,62.96
Arunachal Pradesh,District C,2024,Rice,581.5,4868.9,227.03,50.03,112.0,5.64,Sandy,1.56,83.93
Arunachal Pradesh,District C,2024,Maize,505.7,2610.71,396.36,129.07,38.34,6.58,Clay,6.08,86.65
Arunachal Pradesh,District C,2024,Sugarcane,1357.7,5582.4,477.19,155.6,87.92,8.31,Clay,1.8,68.7
Arunachal Pradesh,District C,2024,Cotton,1240.7,3244.42,353.08,225.96,20.79,6.0,Peaty,8.88,18.28
Assam,District A,2015,Wheat,917.7,2083.2,370.44,286.0,68.41,6.93,Clay,6.8,4.82
Assam,District A,2015,Rice,1040.1,5805.6,300.16,158.18,102.39,6.13,Clay,4.33,5.24
Assam,District A,2015,Maize,1651.4,3374.27,428.87,262.59,58.16,7.47,Clay,7.57,64.77
Assam,District A,2015,Sugarcane,1694.4,4893.1,114.38,148.68,187.55,5.88,Clay,3.84,64.48
Assam,District A,2015,Cotton,1092.7,4709.43,179.69,272.55,71.73,6.6,Sandy,8.41,78.2
Assam,District A,2016,Wheat,1315.7,1949.4,375.22,110.47,183.99,8.01,Sandy,2.12,41.36
Assam,District A,2016,Rice,1239.3,3319.3,312.38,198.78,21.79,6.89,Silty,1.37,39.76
Assam,District A,2016,Maize,1643.5,3547.14,206.9,104.95,43.67,8.07,Peaty,1.69,38.26
Assam,District A,2016,Sugarcane,1051.6,2317.83,274.2,133.02,81.52,7.72,Silty,6.78,57.06
Assam,District A,2016,Cotton,1352.1,4483.53,319.35,269.81,141.6,7.14,Sandy,6.46,29.11
Assam,District A,2017,Wheat,810.6,2185.48,459.78,227.53,188.73,7.31,Peaty,7.73,47.38
Assam,District A,2017,Rice,586.8,5810.05,477.09,246.3,198.44,7.13,Silty,7.99,20.5
Assam,District A,2017,Maize,1588.4,4288.81,458.43,261.8,76.73,6.33,Peaty,8.3,63.6
Assam,District A,2017,Sugarcane,1082.2,4533.59,203.96,136.3,185.15,6.37,Silty,5.85,6.06
Assam,District A,2017,Cotton,1535.0,4605.43,472.24,174.33,61.45,5.63,Sandy,9.62,52.97
Assam,District A,2018,Wheat,862.8,3752.72,371.85,69.06,69.45,7.92,Loamy,5.92,18.03
Assam,District A,2018,Rice,1187.9,4023.94,445.58,170.33,181.58,7.52,Sandy,9.83,79.31
Assam,District A,2018,Maize,1780.7,2588.9,484.25,99.23,191.26,8.48,Clay,9.83,56.95
Assam,District A,2018,Sugarcane,889.3,3466.48,337.42,68.27,132.02,8.44,Silty,8.46,73.21
Assam,District A,2018,Cotton,1032.6,4642.4,258.08,288.22,194.07,6.68,Loamy,5.29,71.83
Assam,District A,2019,Wheat,871.0,4382.77,366.64,90.67,121.72,7.81,Silty,1.11,0.9
Assam,District A,2019,Rice,1035.5,5667.87,191.47,208.59,59.97,6.47,Loamy,5.63,80.83
Assam,District A,2019,Maize,880.7,2606.13,261.11,273.66,20.08,8.2,Clay,9.59,49.47
Assam,District A,2019,Sugarcane,1269.1,3666.97,354.18,72.68,25.87,5.67,Clay,3.48,62.2
Assam,District A,2019,Cotton,1988.7,3238.45,329.54,153.9,172.51,8.21,Loamy,9.26,10.18
Assam,District A,2020,Wheat,1258.9,2493.84,115.57,59.0,51.54,8.1,Peaty,3.02,43.14
Assam,District A,2020,Rice,1578.7,4034.96,271.0,131.58,171.14,5.93,Loamy,9.03,41.94
Assam,District A,2020,Maize,1670.5,3643.51,299.02,101.17,126.4,6.06,Clay,6.34,3.28
Assam,District A,2020,Sugarcane,1454.1,3139.59,218.1,269.87,102.8,5.79,Clay,8.52,33.22
Assam,District A,2020,Cotton,1540.4,4970.05,361.86,87.9,177.66,7.12,Silty,4.83,3.76
Assam,District A,2021,Wheat,691.8,4944.96,100.0,154.14,114.05,5.66,Loamy,2.81,20.36
Assam,District A,2021,Rice,515.1,3468.67,453.09,62.98,54.4,6.43,Clay,6.97,74.19
Assam,District A,2021,Maize,1772.6,3401.83,221.17,131.32,148.27,7.95,Sandy,4.34,90.19
Assam,District A,2021,Sugarcane,1710.0,5931.86,401.7,148.3,126.31,7.48,Clay,4.73,75.38
Assam,District A,2021,Cotton,531.0,2710.59,307.04,117.21,133.12,6.95,Sandy,6.41,29.66
Assam,District A,2022,Wheat,1571.6,4915.52,141.01,178.46,111.6,6.61,Sandy,5.04,15.9
Assam,District A,2022,Rice,770.3,1942.06,421.41,80.51,42.52,8.05,Sandy,3.47,80.71
Assam,District A,2022,Maize,792.9,3054.04,234.24,294.63,174.18,7.6,Silty,7.04,43.53
Assam,District A,2022,Sugarcane,1324.0,2903.93,293.0,176.67,89.7,8.22,Sandy,1.23,83.9
Assam,District A,2022,Cotton,517.1,4666.65,488.1,159.42,62.3,7.61,Clay,7.36,53.43
Assam,District A,2023,Wheat,1311.1,3433.18,223.53,170.57,41.33,8.38,Clay,9.57,22.67
Assam,District A,2023,Rice,1819.0,5139.55,370.86,206.26,76.98,7.95,Sandy,8.17,25.05
Assam,District A,2023,Maize,1437.3,4072.86,433.13,276.52,22.19,7.52,Silty,2.68,1.98
Assam,District A,2023,Sugarcane,1086.0,2361.42,264.66,283.75,97.5,8.13,Peaty,1.62,78.38
Assam,District A,2023,Cotton,928.6,3447.45,374.18,133.11,30.19,6.62,Silty,9.84,78.49
Assam,District A,2024,Wheat,1600.2,2022.86,412.4,246.32,128.2,8.47,Loamy,9.47,91.47
Assam,District A,2024,Rice,517.2,3525.52,490.84,75.78,118.6,8.44,Sandy,7.64,70.46
Assam,District A,2024,Maize,1134.1,3059.36,259.04,116.07,56.96,6.95,Loamy,3.59,65.68
Assam,District A,2024,Sugarcane,1952.8,4216.37,130.79,68.9,191.26,6.39,Silty,6.39,62.36
Assam,District A,2024,Cotton,1472.8,2703.31,106.04,291.25,65.16,7.53,Sandy,7.05,58.36
Assam,District B,2015,Wheat,1288.6,2622.86,100.81,93.52,41.07,6.85,Peaty,9.5,73.65
Assam,District B,2015,Rice,1824.5,2411.85,335.03,225.28,142.42,6.72,Sandy,4.47,93.63
Assam,District B,2015,Maize,1313.0,5728.43,188.19,231.43,131.1,7.72,Sandy,5.48,74.28
Assam,District B,2015,Sugarcane,990.6,5505.26,133.72,251.8,175.04,7.95,Clay,7.51,0.91
Assam,District B,2015,Cotton,1384.2,4259.81,355.08,110.51,148.53,5.77,Sandy,8.37,5.0
Assam,District B,2016,Wheat,1867.3,1632.77,242.39,53.95,33.89,8.23,Clay,5.13,73.27
Assam,District B,2016,Rice,1410.1,4527.92,132.46,287.87,170.93,7.92,Clay,5.44,28.33
Assam,District B,2016,Maize,1680.2,3288.52,305.44,113.34,197.78,6.37,Loamy,4.85,20.62
Assam,District B,2016,Sugarcane,1699.6,3001.23,446.08,278.81,174.77,5.61,Clay,5.09,63.02
Assam,District B,2016,Cotton,872.6,4674.57,271.04,160.64,136.88,8.31,Silty,4.77,50.01
Assam,District B,2017,Wheat,1677.6,4194.8,180.44,197.56,93.37,6.91,Silty,2.89,28.1
Assam,District B,2017,Rice,1569.4,1551.72,263.51,281.01,40.14,7.05,Sandy,2.67,66.42
Assam,District B,2017,Maize,1822.5,5163.57,374.05,77.61,72.05,6.43,Silty,4.99,55.34
Assam,District B,2017,Sugarcane,882.3,4841.39,130.65,268.16,169.06,6.15,Peaty,3.94,35.44
Assam,District B,2017,Cotton,1258.5,5735.04,450.53,75.64,90.69,7.16,Clay,4.14,52.16
Assam,District B,2018,Wheat,1691.7,5479.69,237.91,165.46,94.61,5.54,Sandy,2.44,67.36
Assam,District B,2018,Rice,768.9,4622.77,191.84,79.39,49.75,5.51,Loamy,5.79,78.94
Assam,District B,2018,Maize,945.2,3936.16,238.09,153.55,151.83,8.14,Loamy,4.19,10.53
Assam,District B,2018,Sugarcane,833.5,3836.51,343.1,111.34,30.39,6.67,Clay,4.02,74.94
Assam,District B,2018,Cotton,1357.9,5938.11,265.89,238.47,176.86,7.54,Loamy,2.55,50.01
Assam,District B,2019,Wheat,1117.9,5417.37,352.57,183.13,40.77,7.32,Peaty,4.03,14.28
Assam,District B,2019,Rice,1538.1,2428.13,256.74,273.92,56.78,7.02,Peaty,7.99,61.13
Assam,District B,2019,Maize,1786.0,4529.61,263.25,271.4,59.94,7.64,Sandy,7.58,69.73
Assam,District B,2019,Sugarcane,1629.0,3592.75,449.67,100.86,42.93,6.36,Peaty,2.65,85.5
Assam,District B,2019,Cotton,1823.8,3598.39,130.28,146.96,164.64,8.21,Loamy,1.6,87.74
Assam,District B,2020,Wheat,1084.1,3937.92,487.23,66.64,136.7,5.72,Loamy,5.62,98.92
Assam,District B,2020,Rice,847.3,5741.46,117.14,161.6,32.6,7.69,Clay,7.36,37.45
Assam,District B,2020,Maize,1054.2,1703.94,239.98,282.32,88.26,7.99,Sandy,4.36,63.2
Assam,District B,2020,Sugarcane,643.1,1966.55,119.46,195.25,96.69,7.14,Peaty,4.15,67.75
Assam,District B,2020,Cotton,1637.8,1565.83,182.9,228.31,89.59,7.49,Silty,4.52,15.87
Assam,District B,2021,Wheat,887.3,4224.35,273.27,243.58,173.47,7.12,Loamy,3.76,41.5
Assam,District B,2021,Rice,1569.2,3237.95,335.4,96.34,127.96,8.08,Silty,7.52,74.58
Assam,District B,2021,Maize,1336.9,4131.01,153.46,160.96,101.14,8.38,Sandy,3.45,69.24
Assam,District B,2021,Sugarcane,896.1,5725.81,354.55,131.13,68.51,6.07,Loamy,3.51,65.47
Assam,District B,2021,Cotton,1735.7,1784.13,410.72,255.41,103.07,8.45,Silty,7.96,74.78
Assam,District B,2022,Wheat,725.9,2477.54,285.6,116.0,94.74,8.17,Peaty,6.67,85.81
Assam,District B,2022,Rice,1675.7,3430.43,180.43,178.55,152.52,6.81,Peaty,8.43,84.49
Assam,District B,2022,Maize,873.5,4095.16,126.9,73.73,199.8,6.48,Clay,8.26,85.8
Assam,District B,2022,Sugarcane,1996.4,2586.73,116.14,152.8,43.41,5.57,Clay,8.64,40.6
Assam,District B,2022,Cotton,520.5,1861.0,224.88,53.94,23.09,8.25,Sandy,7.86,3.89
Assam,District B,2023,Wheat,1755.7,4287.87,325.36,206.15,175.6,7.26,Sandy,1.62,63.83
Assam,District B,2023,Rice,1599.5,4542.56,155.37,194.71,122.51,8.11,Clay,9.36,34.19
Assam,District B,2023,Maize,1291.5,2452.36,498.25,295.28,136.91,7.91,Silty,9.46,50.4
Assam,District B,2023,Sugarcane,1923.8,5247.74,244.97,265.91,39.81,8.28,Silty,5.5,69.09
Assam,District B,2023,Cotton,1545.7,4418.88,210.12,89.05,134.47,7.3,Silty,1.38,57.97
Assam,District B,2024,Wheat,1179.4,5769.35,124.24,221.35,24.49,6.01,Silty,5.09,68.57
Assam,District B,2024,Rice,1865.3,4375.64,481.41,270.4,125.21,8.0,Loamy,9.29,58.32
Assam,District B,2024,Maize,1389.3,3097.16,120.8,57.94,96.2,5.75,Silty,8.93,88.29
Assam,District B,2024,Sugarcane,1488.6,2450.54,445.2,271.52,55.4,7.71,Sandy,9.98,3.0
Assam,District B,2024,Cotton,1846.0,4301.84,489.35,166.25,172.53,5.69,Silty,4.13,43.54
Assam,District C,2015,Wheat,1093.9,4511.89,456.76,126.51,119.34,7.87,Silty,2.51,47.5
Assam,District C,2015,Rice,582.8,5740.73,129.93,159.61,115.38,8.46,Sandy,9.71,43.97
Assam,District C,2015,Maize,917.6,5092.32,230.5,124.85,61.85,5.89,Silty,4.2,67.4
Assam,District C,2015,Sugarcane,593.8,2447.28,423.61,86.73,81.68,8.09,Loamy,8.46,70.67
Assam,District C,2015,Cotton,1425.8,2201.91,291.4,245.14,74.65,6.44,Silty,3.46,48.78
Assam,District C,2016,Wheat,623.4,3568.13,222.59,255.6,30.26,6.76,Sandy,2.72,34.71
Assam,District C,2016,Rice,1320.9,5962.98,365.68,99.81,28.09,5.88,Peaty,9.91,88.95
Assam,District C,2016,Maize,1057.2,2378.25,295.76,235.41,108.66,6.95,Clay,6.92,11.7
Assam,District C,2016,Sugarcane,1699.6,2054.55,379.41,154.04,112.49,8.21,Peaty,9.56,17.55
Assam,District C,2016,Cotton,1351.6,4106.92,295.85,211.19,61.37,7.16,Sandy,7.67,27.94
Assam,District C,2017,Wheat,697.5,5346.17,166.12,263.57,108.34,6.72,Peaty,6.19,55.88
Assam,District C,2017,Rice,1056.8,5035.39,201.12,284.72,180.92,6.51,Clay,8.61,79.59
Assam,District C,2017,Maize,762.7,4527.44,188.2,104.55,177.33,6.25,Silty,1.01,87.07
Assam,District C,2017,Sugarcane,1688.9,4322.98,400.11,88.01,102.5,6.55,Sandy,3.65,23.71
Assam,District C,2017,Cotton,1922.8,5751.0,343.98,281.13,161.45,7.27,Peaty,5.2,76.06
Assam,District C,2018,Wheat,731.7,3692.69,271.99,199.23,199.92,7.81,Peaty,7.37,47.57
Assam,District C,2018,Rice,1511.6,4933.02,118.18,211.65,60.81,7.51,Silty,5.59,50.13
Assam,District C,2018,Maize,575.4,1657.1,320.46,159.54,171.05,5.98,Clay,7.78,21.55
Assam,District C,2018,Sugarcane,1004.0,3595.57,409.35,278.74,54.05,8.27,Silty,4.42,80.14
Assam,District C,2018,Cotton,1088.1,4878.46,150.19,243.19,62.65,7.53,Peaty,8.52,92.74
Assam,District C,2019,Wheat,1048.8,2931.22,399.77,157.78,35.76,6.35,Clay,4.11,3.01
Assam,District C,2019,Rice,1942.2,4505.41,473.28,116.37,130.06,7.54,Silty,8.63,94.72
Assam,District C,2019,Maize,1827.3,4825.8,210.99,120.4,193.4,5.53,Sandy,7.36,62.27
Assam,District C,2019,Sugarcane,1985.2,2903.46,235.99,69.73,99.7,6.28,Loamy,9.93,54.1
Assam,District C,2019,Cotton,1977.3,5725.48,281.13,99.62,49.68,6.22,Silty,3.46,34.14
Assam,District C,2020,Wheat,1173.2,5609.55,175.76,51.26,30.82,8.21,Silty,7.78,57.79
Assam,District C,2020,Rice,1856.5,5178.34,402.82,63.9,21.24,6.14,Peaty,3.25,71.71
Assam,District C,2020,Maize,1784.2,3105.46,402.99,123.77,73.79,5.82,Sandy,7.57,94.02
Assam,District C,2020,Sugarcane,1405.7,5384.11,429.0,93.34,107.45,5.85,Peaty,5.44,29.99
Assam,District C,2020,Cotton,1394.1,3452.3,165.76,79.15,118.41,8.21,Silty,7.6,65.87
Assam,District C,2021,Wheat,1897.3,5194.41,326.64,214.26,181.71,6.7,Sandy,9.48,8.27
Assam,District C,2021,Rice,880.9,5009.95,139.49,68.92,85.08,5.78,Peaty,3.04,89.57
Assam,District C,2021,Maize,1675.3,4648.67,346.78,265.87,60.15,8.12,Peaty,6.11,29.64
Assam,District C,2021,Sugarcane,1907.5,5184.33,493.43,114.92,194.55,6.79,Loamy,1.45,5.28
Assam,District C,2021,Cotton,1538.0,3560.68,190.61,203.49,65.51,7.23,Loamy,8.41,82.07
Assam,District C,2022,Wheat,1216.0,3078.69,245.02,251.43,79.07,6.13,Sandy,8.51,35.83
Assam,District C,2022,Rice,1869.3,4045.6,173.07,84.9,123.77,7.79,Peaty,5.13,30.33
Assam,District C,2022,Maize,1898.8,2033.9,473.5,220.97,115.68,5.6,Peaty,3.81,24.98
Assam,District C,2022,Sugarcane,1481.2,4286.58,232.84,282.03,172.08,6.17,Silty,2.05,61.28
Assam,District C,2022,Cotton,1907.7,4478.0,130.72,138.67,119.12,6.71,Silty,8.33,61.18
Assam,District C,2023,Wheat,1060.2,2649.01,142.35,138.72,94.37,7.53,Peaty,1.63,39.53
Assam,District C,2023,Rice,772.7,2205.66,430.92,60.48,95.45,6.0,Peaty,7.39,9.57
Assam,District C,2023,Maize,976.5,5859.04,204.94,128.26,170.57,5.65,Silty,9.25,63.54
Assam,District C,2023,Sugarcane,1444.7,3314.45,400.96,182.82,141.94,6.79,Silty,5.0,89.36
Assam,District C,2023,Cotton,1487.1,1536.27,477.27,109.29,39.37,7.8,Loamy,8.6,48.4
Assam,District C,2024,Wheat,1271.1,2888.11,329.22,131.3,27.07,6.32,Clay,7.42,69.67
Assam,District C,2024,Rice,986.5,2552.54,184.35,264.3,167.68,6.82,Sandy,4.6,78.33
Assam,District C,2024,Maize,898.9,5956.5,110.31,200.88,138.71,7.56,Sandy,3.74,19.81
Assam,District C,2024,Sugarcane,598.5,5492.04,267.94,174.22,185.05,7.83,Loamy,2.54,41.81
Assam,District C,2024,Cotton,1635.9,5540.84,133.65,148.28,38.04,5.55,Clay,6.42,16.3
Bihar,District A,2015,Wheat,850.7,1606.68,433.98,293.67,44.38,6.19,Loamy,9.34,41.96
Bihar,District A,2015,Rice,575.9,1677.26,329.58,148.22,25.16,7.25,Sandy,8.09,30.64
Bihar,District A,2015,Maize,560.4,4147.58,259.07,293.45,117.96,6.33,Clay,6.09,75.15
Bihar,District A,2015,Sugarcane,697.9,3809.32,177.78,73.3,93.89,5.99,Peaty,3.86,25.94
Bihar,District A,2015,Cotton,631.4,1904.62,177.3,62.64,132.76,6.36,Loamy,6.97,87.06
Bihar,District A,2016,Wheat,1638.6,4773.88,293.76,223.45,119.5,6.15,Peaty,8.25,76.02
Bihar,District A,2016,Rice,730.8,2171.62,207.27,140.27,93.52,7.54,Peaty,8.45,58.48
Bihar,District A,2016,Maize,1006.3,5112.83,198.61,294.01,82.07,6.51,Silty,2.1,11.11
Bihar,District A,2016,Sugarcane,1472.2,5438.03,416.21,85.28,118.2,5.82,Peaty,2.41,73.8
Bihar,District A,2016,Cotton,1040.7,4520.72,208.26,70.31,198.66,5.97,Silty,9.8,79.38
Bihar,District A,2017,Wheat,1489.1,4100.13,446.44,122.36,104.18,7.36,Silty,5.02,61.88
Bihar,District A,2017,Rice,1498.0,3753.2,357.94,55.88,97.33,6.34,Clay,6.01,77.95
Bihar,District A,2017,Maize,524.3,5182.71,116.06,272.48,198.55,6.38,Silty,8.03,79.15
Bihar,District A,2017,Sugarcane,1403.7,3802.37,124.4,121.96,36.79,8.39,Clay,3.92,67.65
Bihar,District A,2017,Cotton,1391.4,4214.18,373.01,193.84,97.23,6.33,Sandy,1.17,46.41
Bihar,District A,2018,Wheat,1914.6,2957.19,364.46,213.06,65.19,7.45,Peaty,6.45,84.94
Bihar,District A,2018,Rice,567.5,4803.68,236.53,169.63,187.19,6.5,Silty,1.25,62.27
Bihar,District A,2018,Maize,1710.1,5289.07,293.09,244.36,141.11,7.67,Clay,6.7,80.55
Bihar,District A,2018,Sugarcane,1096.8,5126.91,336.81,91.48,24.44,6.59,Peaty,6.41,34.1
Bihar,District A,2018,Cotton,1875.9,3329.66,157.31,228.68,72.8,7.08,Peaty,9.1,79.22
Bihar,District A,2019,Wheat,1514.5,4558.35,478.37,123.96,20.2,6.32,Clay,9.32,32.58
Bihar,District A,2019,Rice,691.7,3490.65,116.99,221.16,182.49,8.01,Peaty,4.08,13.46
Bihar,District A,2019,Maize,641.6,5241.83,467.36,212.45,38.62,6.71,Clay,3.69,89.12
Bihar,District A,2019,Sugarcane,520.5,2952.27,321.74,87.05,36.58,7.95,Peaty,9.62,56.57
Bihar,District A,2019,Cotton,1271.7,1882.75,319.55,144.99,129.28,6.67,Sandy,4.51,48.0
Bihar,District A,2020,Wheat,707.0,1864.67,431.89,294.2,92.85,5.76,Clay,9.02,46.38
Bihar,District A,2020,Rice,980.0,3644.08,227.32,172.26,174.72,7.28,Clay,4.28,73.85
Bihar,District A,2020,Maize,1499.9,2038.03,329.06,114.19,164.74,6.78,Clay,7.57,61.92
Bihar,District A,2020,Sugarcane,780.0,1615.6,213.82,160.76,131.08,8.05,Clay,3.03,55.11
Bihar,District A,2020,Cotton,1285.3,2770.18,219.23,119.46,158.87,7.46,Clay,6.27,54.43
